fecha,tienda_id,producto_id,categoria,region,ciudad,precio_unitario,cantidad_vendida,ingreso_total,en_promocion,stock_inicio_dia,stock_fin_dia,dias_plazo_proveedor,quiebre_stock
2023-02-20,STORE_01,PROD_031,Snacks,Oeste,Paysandú,1.75,3,5.25,0,22,19,3,0
2023-03-01,STORE_01,PROD_043,Snacks,Sur,Paysandú,1.83,7,12.81,0,62,53,2,0
2023-01-22,STORE_04,PROD_019,Snacks,Este,Montevideo,1.75,5,8.75,0,64,58,3,0
2023-03-02,STORE_04,PROD_034,Bebidas,Oeste,Durazno,2.67,5,13.35,0,99,92,2,0
2023-03-02,STORE_03,PROD_010,Bebidas,Norte,Durazno,2.34,6,14.04,0,70,64,5,0
2023-03-15,STORE_02,PROD_036,Limpieza,Sur,Salto,4.76,4,19.04,0,38,36,5,0
2023-02-28,STORE_01,PROD_004,Lácteos,Sur,Durazno,3.35,4,13.4,0,44,37,5,0
2023-03-24,STORE_05,PROD_010,Lácteos,Norte,Montevideo,3.78,5,18.9,0,99,95,2,0
2023-02-01,STORE_03,PROD_032,Limpieza,Este,Montevideo,4.72,3,14.16,0,53,48,7,0
2023-03-25,STORE_05,PROD_029,Lácteos,Oeste,Montevideo,3.23,8,25.84,0,78,69,5,0
2023-03-27,STORE_03,PROD_006,Lácteos,Este,Maldonado,3.39,4,13.56,0,37,32,2,0
2023-02-25,STORE_02,PROD_013,Panadería,Este,Maldonado,1.65,8,13.2,0,27,20,7,0
2023-01-31,STORE_03,PROD_012,Lácteos,Este,Durazno,3.51,4,14.04,0,93,90,2,0
2023-02-17,STORE_02,PROD_019,Bebidas,Norte,Maldonado,2.27,6,13.62,0,32,26,5,0
2023-03-26,STORE_02,PROD_020,Snacks,Oeste,Paysandú,1.67,7,11.69,0,24,17,2,0
2023-02-13,STORE_03,PROD_019,Limpieza,Este,Durazno,4.78,5,23.9,0,82,76,7,0
2023-03-30,STORE_01,PROD_046,Panadería,Sur,Maldonado,1.72,11,18.92,0,76,63,5,0
2023-02-17,STORE_04,PROD_045,Limpieza,Oeste,Durazno,4.76,4,19.04,0,62,58,2,0
2023-03-15,STORE_01,PROD_012,Limpieza,Este,Montevideo,4.24,3,12.72,0,25,23,2,0
2023-01-04,STORE_02,PROD_028,Bebidas,Oeste,Montevideo,2.71,5,13.55,0,61,55,5,0
2023-01-24,STORE_03,PROD_039,Limpieza,Sur,Maldonado,3.8,6,22.8,0,26,21,3,0
2023-01-24,STORE_03,PROD_019,Lácteos,Este,Montevideo,2.94,6,17.64,0,33,28,7,0
2023-01-06,STORE_05,PROD_018,Lácteos,Sur,Salto,3.31,7,23.17,1,33,26,7,0
2023-01-26,STORE_03,PROD_036,Limpieza,Este,Maldonado,3.6,5,18.0,1,98,95,5,0
2023-02-14,STORE_01,PROD_028,Bebidas,Sur,Maldonado,2.69,9,24.21,0,77,67,7,0
2023-01-16,STORE_05,PROD_023,Panadería,Este,Montevideo,1.59,5,7.95,0,63,56,7,0
2023-01-12,STORE_04,PROD_045,Limpieza,Norte,Durazno,4.23,3,12.69,0,43,40,2,0
2023-02-13,STORE_05,PROD_007,Panadería,Norte,Durazno,1.43,8,11.44,1,98,92,7,0
2023-03-15,STORE_05,PROD_006,Panadería,Norte,Maldonado,1.51,8,12.08,1,96,87,7,0
2023-03-03,STORE_05,PROD_037,Snacks,Sur,Montevideo,1.91,5,9.55,0,61,56,2,0
2023-01-14,STORE_04,PROD_020,Snacks,Oeste,Montevideo,1.94,8,15.52,0,68,61,5,0
2023-01-14,STORE_02,PROD_044,Snacks,Este,Paysandú,2.04,13,26.52,1,62,50,3,0
2023-03-10,STORE_01,PROD_020,Lácteos,Sur,Durazno,3.62,13,47.06,1,84,70,5,0
2023-01-26,STORE_05,PROD_031,Snacks,Este,Durazno,2.09,3,6.27,0,66,64,2,0
2023-01-01,STORE_02,PROD_019,Lácteos,Sur,Salto,3.37,10,33.7,0,52,44,7,0
2023-02-04,STORE_03,PROD_003,Limpieza,Sur,Salto,4.33,6,25.98,0,79,71,7,0
2023-01-21,STORE_03,PROD_044,Limpieza,Sur,Paysandú,4.2,10,42.0,0,48,36,3,0
2023-03-24,STORE_04,PROD_026,Snacks,Este,Paysandú,1.91,4,7.64,0,39,36,2,0
2023-02-12,STORE_03,PROD_048,Bebidas,Sur,Durazno,2.69,4,10.76,0,47,41,3,0
2023-03-22,STORE_02,PROD_003,Lácteos,Oeste,Paysandú,3.28,9,29.52,0,79,68,3,0
2023-02-17,STORE_05,PROD_035,Snacks,Este,Montevideo,1.64,11,18.04,0,91,78,7,0
2023-03-13,STORE_04,PROD_008,Bebidas,Este,Paysandú,2.59,3,7.77,0,34,29,2,0
2023-03-17,STORE_01,PROD_036,Limpieza,Norte,Salto,4.72,6,28.32,0,82,73,3,0
2023-02-17,STORE_05,PROD_030,Lácteos,Este,Montevideo,3.12,1,3.12,0,65,61,2,0
2023-02-16,STORE_05,PROD_031,Limpieza,Sur,Paysandú,4.24,4,16.96,0,71,67,3,0
2023-02-22,STORE_05,PROD_029,Limpieza,Este,Maldonado,3.74,5,18.7,0,39,32,7,0
2023-03-23,STORE_01,PROD_029,Panadería,Este,Paysandú,1.47,6,8.82,0,64,57,3,0
2023-03-19,STORE_04,PROD_033,Bebidas,Oeste,Paysandú,2.69,4,10.76,0,73,71,3,0
2023-03-21,STORE_03,PROD_032,Panadería,Norte,Montevideo,1.61,1,1.61,0,37,37,5,0
2023-03-05,STORE_05,PROD_040,Panadería,Norte,Montevideo,1.61,8,12.88,1,28,20,3,0
2023-02-15,STORE_05,PROD_019,Lácteos,Sur,Montevideo,3.32,10,33.2,0,24,13,3,0
2023-02-28,STORE_03,PROD_047,Snacks,Este,Maldonado,2.06,5,10.3,1,23,18,3,0
2023-02-03,STORE_03,PROD_031,Lácteos,Este,Paysandú,3.01,7,21.07,0,97,92,2,0
2023-01-08,STORE_04,PROD_041,Snacks,Sur,Durazno,1.73,6,10.38,0,78,73,2,0
2023-01-16,STORE_01,PROD_038,Limpieza,Norte,Durazno,4.31,4,17.24,0,82,80,7,0
2023-02-19,STORE_04,PROD_040,Panadería,Oeste,Montevideo,1.49,10,14.9,0,26,18,2,0
2023-03-09,STORE_02,PROD_042,Panadería,Oeste,Durazno,1.5,7,10.5,0,41,33,5,0
2023-02-18,STORE_04,PROD_029,Bebidas,Sur,Maldonado,2.57,12,30.84,0,20,9,5,0
2023-03-05,STORE_05,PROD_004,Lácteos,Oeste,Paysandú,3.79,6,22.74,0,39,30,5,0
2023-03-10,STORE_01,PROD_038,Bebidas,Norte,Salto,2.29,2,4.58,0,42,38,5,0
2023-01-19,STORE_03,PROD_028,Lácteos,Oeste,Salto,3.38,6,20.28,0,28,23,7,0
2023-02-19,STORE_01,PROD_022,Panadería,Oeste,Durazno,1.79,9,16.11,0,73,66,7,0
2023-01-15,STORE_01,PROD_018,Limpieza,Este,Maldonado,4.57,8,36.56,0,83,73,7,0
2023-01-12,STORE_01,PROD_013,Panadería,Sur,Salto,1.69,5,8.45,0,37,33,3,0
2023-01-10,STORE_05,PROD_025,Lácteos,Oeste,Montevideo,2.96,6,17.76,1,84,80,2,0
2023-03-01,STORE_02,PROD_029,Lácteos,Este,Salto,2.92,6,17.52,0,58,53,7,0
2023-03-06,STORE_05,PROD_011,Snacks,Oeste,Salto,1.99,12,23.88,1,40,30,5,0
2023-03-03,STORE_01,PROD_037,Panadería,Sur,Durazno,1.7,6,10.2,0,56,48,2,0
2023-03-11,STORE_02,PROD_014,Limpieza,Sur,Montevideo,4.75,5,23.75,1,39,33,2,0
2023-03-31,STORE_03,PROD_048,Panadería,Oeste,Salto,1.54,5,7.7,0,96,88,2,0
2023-02-16,STORE_04,PROD_036,Lácteos,Sur,Paysandú,3.34,6,20.04,0,97,90,2,0
2023-03-08,STORE_03,PROD_035,Lácteos,Sur,Maldonado,3.41,0,0.0,0,70,69,7,0
2023-01-24,STORE_03,PROD_019,Panadería,Oeste,Durazno,1.62,8,12.96,0,47,38,3,0
2023-03-29,STORE_03,PROD_040,Lácteos,Este,Paysandú,3.0,2,6.0,0,47,46,3,0
2023-01-18,STORE_04,PROD_046,Panadería,Norte,Montevideo,1.72,8,13.76,0,34,25,5,0
2023-01-10,STORE_01,PROD_019,Limpieza,Oeste,Maldonado,4.75,4,19.0,0,75,68,7,0
2023-02-17,STORE_01,PROD_047,Lácteos,Sur,Maldonado,3.37,13,43.81,1,86,73,7,0
2023-02-02,STORE_04,PROD_033,Panadería,Este,Salto,1.58,3,4.74,0,87,85,3,0
2023-01-11,STORE_01,PROD_025,Snacks,Oeste,Maldonado,1.89,7,13.23,0,99,94,5,0
2023-01-07,STORE_02,PROD_014,Bebidas,Este,Salto,2.79,8,22.32,0,62,53,7,0
2023-01-01,STORE_01,PROD_016,Limpieza,Oeste,Salto,4.02,11,44.22,1,33,23,7,0
2023-02-17,STORE_02,PROD_047,Panadería,Oeste,Durazno,1.6,2,3.2,0,46,41,5,0
2023-02-08,STORE_01,PROD_007,Snacks,Este,Paysandú,2.09,6,12.54,1,46,42,2,0
2023-01-04,STORE_03,PROD_042,Limpieza,Este,Salto,4.27,4,17.08,0,95,88,3,0
2023-02-26,STORE_04,PROD_049,Bebidas,Sur,Maldonado,2.92,4,11.68,0,51,44,2,0
2023-01-30,STORE_01,PROD_021,Lácteos,Este,Maldonado,3.69,6,22.14,0,56,50,7,0
2023-02-23,STORE_02,PROD_014,Lácteos,Norte,Paysandú,3.81,4,15.24,0,79,76,7,0
2023-01-10,STORE_01,PROD_031,Panadería,Este,Montevideo,1.8,7,12.6,0,42,37,2,0
2023-03-13,STORE_01,PROD_038,Limpieza,Oeste,Maldonado,4.77,7,33.39,1,90,83,7,0
2023-02-22,STORE_04,PROD_020,Panadería,Norte,Paysandú,1.64,8,13.12,0,57,51,3,0
2023-03-06,STORE_03,PROD_037,Lácteos,Este,Salto,3.39,6,20.34,0,32,26,5,0
2023-03-05,STORE_03,PROD_026,Lácteos,Norte,Paysandú,3.82,5,19.1,0,94,86,3,0
2023-01-09,STORE_03,PROD_029,Limpieza,Oeste,Paysandú,4.16,2,8.32,0,95,92,5,0
2023-03-06,STORE_03,PROD_027,Snacks,Sur,Durazno,1.75,8,14.0,0,52,42,3,0
2023-02-09,STORE_01,PROD_015,Snacks,Norte,Salto,1.7,5,8.5,0,81,77,7,0
2023-01-06,STORE_03,PROD_041,Limpieza,Norte,Maldonado,4.73,8,37.84,1,40,34,3,0
2023-01-13,STORE_04,PROD_009,Lácteos,Este,Maldonado,3.1,2,6.2,0,71,67,5,0
2023-01-08,STORE_01,PROD_045,Panadería,Oeste,Salto,1.79,14,25.06,1,85,70,2,0
2023-03-28,STORE_02,PROD_003,Panadería,Este,Maldonado,1.62,8,12.96,1,56,45,7,0
2023-03-17,STORE_02,PROD_015,Panadería,Oeste,Durazno,1.52,8,12.16,1,52,44,3,0
2023-03-24,STORE_03,PROD_006,Panadería,Este,Maldonado,1.64,5,8.2,0,32,24,7,0
2023-01-14,STORE_04,PROD_013,Limpieza,Sur,Durazno,3.94,12,47.28,0,71,58,5,0
2023-01-14,STORE_04,PROD_049,Snacks,Oeste,Maldonado,1.7,5,8.5,0,44,38,7,0
2023-01-14,STORE_05,PROD_029,Snacks,Sur,Maldonado,1.76,6,10.56,0,25,18,3,0
2023-03-21,STORE_03,PROD_037,Bebidas,Este,Salto,2.73,3,8.19,0,61,60,3,0
2023-03-18,STORE_01,PROD_007,Lácteos,Norte,Durazno,2.98,7,20.86,0,31,21,5,0
2023-03-07,STORE_03,PROD_011,Panadería,Oeste,Salto,1.56,5,7.8,1,56,51,2,0
2023-02-27,STORE_04,PROD_045,Bebidas,Oeste,Durazno,2.83,2,5.66,0,28,26,2,0
2023-03-07,STORE_05,PROD_009,Lácteos,Sur,Paysandú,3.77,5,18.85,0,87,79,3,0
2023-01-07,STORE_02,PROD_013,Lácteos,Sur,Salto,3.13,4,12.52,0,23,17,7,0
2023-03-20,STORE_05,PROD_010,Panadería,Sur,Salto,1.79,7,12.53,1,32,22,7,0
2023-03-27,STORE_03,PROD_015,Snacks,Sur,Paysandú,2.06,4,8.24,0,90,83,3,0
2023-01-26,STORE_05,PROD_012,Panadería,Sur,Durazno,1.6,6,9.6,0,33,28,7,0
2023-03-18,STORE_05,PROD_040,Limpieza,Oeste,Durazno,4.22,6,25.32,0,53,49,5,0
2023-03-27,STORE_05,PROD_048,Limpieza,Oeste,Maldonado,4.67,6,28.02,1,77,72,2,0
2023-01-26,STORE_04,PROD_041,Panadería,Norte,Paysandú,1.54,8,12.32,0,99,93,7,0
2023-03-24,STORE_01,PROD_034,Lácteos,Norte,Paysandú,2.91,5,14.55,0,47,40,5,0
2023-01-01,STORE_01,PROD_048,Lácteos,Oeste,Montevideo,2.98,1,2.98,0,49,45,2,0
2023-03-21,STORE_05,PROD_014,Bebidas,Oeste,Maldonado,2.31,5,11.55,1,45,39,5,0
2023-01-26,STORE_04,PROD_042,Lácteos,Oeste,Paysandú,3.19,6,19.14,0,47,41,2,0
2023-03-07,STORE_05,PROD_046,Panadería,Sur,Salto,1.61,12,19.32,1,66,56,5,0
2023-03-05,STORE_01,PROD_035,Bebidas,Sur,Maldonado,2.93,11,32.23,1,76,64,3,0
2023-01-04,STORE_01,PROD_008,Limpieza,Sur,Salto,4.35,7,30.45,0,35,25,2,0
2023-03-28,STORE_04,PROD_027,Bebidas,Norte,Montevideo,2.98,8,23.84,0,65,55,5,0
2023-03-13,STORE_03,PROD_046,Panadería,Este,Paysandú,1.64,10,16.4,1,69,58,5,0
2023-02-14,STORE_05,PROD_016,Lácteos,Norte,Paysandú,3.36,9,30.24,1,44,35,5,0
2023-01-24,STORE_01,PROD_018,Lácteos,Este,Montevideo,3.5,6,21.0,0,42,34,7,0
2023-01-13,STORE_01,PROD_020,Lácteos,Este,Montevideo,3.53,3,10.59,0,97,92,5,0
2023-01-18,STORE_03,PROD_032,Panadería,Oeste,Paysandú,1.36,7,9.52,0,90,81,7,0
2023-02-25,STORE_01,PROD_036,Bebidas,Oeste,Paysandú,2.26,6,13.56,0,97,91,3,0
2023-01-27,STORE_01,PROD_004,Panadería,Sur,Maldonado,1.48,7,10.36,0,31,23,7,0
2023-01-22,STORE_03,PROD_049,Lácteos,Este,Montevideo,3.31,9,29.79,1,93,84,2,0
2023-01-07,STORE_04,PROD_035,Limpieza,Este,Paysandú,3.62,3,10.86,0,62,59,2,0
2023-03-26,STORE_03,PROD_019,Limpieza,Sur,Salto,4.32,15,64.8,0,98,81,5,0
2023-02-14,STORE_05,PROD_029,Snacks,Norte,Montevideo,2.05,7,14.35,0,37,27,2,0
2023-01-27,STORE_04,PROD_042,Panadería,Este,Paysandú,1.5,3,4.5,0,60,55,3,0
2023-03-26,STORE_01,PROD_024,Panadería,Oeste,Durazno,1.77,6,10.62,0,30,26,7,0
2023-03-04,STORE_05,PROD_041,Snacks,Sur,Paysandú,1.86,9,16.74,0,45,36,2,0
2023-03-18,STORE_01,PROD_025,Panadería,Sur,Paysandú,1.63,3,4.89,0,55,49,7,0
2023-01-22,STORE_03,PROD_024,Limpieza,Sur,Durazno,3.91,10,39.1,0,52,43,3,0
2023-02-22,STORE_01,PROD_014,Bebidas,Sur,Durazno,2.98,6,17.88,0,44,36,3,0
2023-01-06,STORE_04,PROD_020,Snacks,Sur,Montevideo,1.7,8,13.6,0,59,48,7,0
2023-01-25,STORE_03,PROD_005,Snacks,Oeste,Paysandú,2.02,3,6.06,0,29,23,7,0
2023-03-19,STORE_04,PROD_038,Lácteos,Norte,Paysandú,3.81,6,22.86,0,54,46,7,0
2023-03-27,STORE_01,PROD_043,Panadería,Este,Salto,1.72,7,12.04,0,70,60,2,0
2023-01-24,STORE_01,PROD_038,Lácteos,Norte,Salto,3.07,7,21.49,1,43,36,7,0
2023-02-14,STORE_02,PROD_028,Snacks,Este,Paysandú,1.92,7,13.44,0,24,17,7,0
2023-02-14,STORE_01,PROD_014,Limpieza,Norte,Durazno,4.39,6,26.34,0,75,71,5,0
2023-03-12,STORE_03,PROD_025,Bebidas,Este,Montevideo,2.25,5,11.25,0,28,24,2,0
2023-01-14,STORE_05,PROD_009,Limpieza,Este,Montevideo,3.72,11,40.92,0,62,52,3,0
2023-02-27,STORE_02,PROD_012,Snacks,Norte,Durazno,1.7,9,15.3,0,73,61,2,0
2023-01-23,STORE_04,PROD_009,Panadería,Norte,Maldonado,1.67,4,6.68,0,84,81,7,0
2023-01-09,STORE_04,PROD_006,Lácteos,Norte,Durazno,3.78,5,18.9,0,49,45,3,0
2023-03-26,STORE_04,PROD_038,Snacks,Oeste,Maldonado,1.94,8,15.52,0,82,75,5,0
2023-01-09,STORE_03,PROD_045,Lácteos,Este,Salto,3.5,2,7.0,0,69,67,7,0
2023-02-27,STORE_05,PROD_041,Bebidas,Oeste,Montevideo,2.66,4,10.64,0,40,38,5,0
2023-02-15,STORE_04,PROD_048,Lácteos,Este,Montevideo,3.24,3,9.72,1,25,22,5,0
2023-02-04,STORE_02,PROD_009,Panadería,Este,Paysandú,1.43,4,5.72,0,51,45,5,0
2023-03-19,STORE_05,PROD_047,Limpieza,Este,Montevideo,4.02,9,36.18,0,83,74,3,0
2023-02-25,STORE_05,PROD_016,Panadería,Sur,Paysandú,1.78,16,28.48,0,71,55,7,0
2023-03-20,STORE_02,PROD_024,Snacks,Norte,Durazno,2.07,6,12.42,0,42,33,5,0
2023-03-29,STORE_05,PROD_017,Lácteos,Este,Salto,3.6,4,14.4,0,32,30,2,0
2023-03-22,STORE_02,PROD_008,Bebidas,Norte,Durazno,2.48,4,9.92,1,74,70,3,0
2023-03-30,STORE_04,PROD_026,Lácteos,Sur,Salto,3.04,10,30.4,1,97,84,7,0
2023-01-04,STORE_02,PROD_014,Snacks,Norte,Durazno,1.89,10,18.9,1,43,32,7,0
2023-01-17,STORE_05,PROD_013,Limpieza,Oeste,Montevideo,3.87,5,19.35,0,61,54,3,0
2023-01-29,STORE_01,PROD_017,Snacks,Norte,Maldonado,2.03,7,14.21,0,45,36,5,0
2023-01-05,STORE_05,PROD_031,Lácteos,Este,Maldonado,3.6,6,21.6,0,65,56,7,0
2023-02-28,STORE_05,PROD_010,Panadería,Este,Montevideo,1.5,5,7.5,1,72,69,7,0
2023-01-11,STORE_02,PROD_047,Snacks,Este,Paysandú,1.71,5,8.55,0,74,68,7,0
2023-03-13,STORE_04,PROD_042,Snacks,Oeste,Durazno,1.84,5,9.2,0,38,35,5,0
2023-01-21,STORE_03,PROD_037,Panadería,Sur,Montevideo,1.61,12,19.32,1,24,13,5,0
2023-01-05,STORE_01,PROD_032,Lácteos,Este,Salto,3.46,4,13.84,1,64,62,7,0
2023-03-21,STORE_02,PROD_018,Bebidas,Este,Paysandú,2.81,4,11.24,0,37,34,5,0
2023-02-21,STORE_04,PROD_024,Limpieza,Oeste,Salto,3.67,3,11.01,0,49,45,3,0
2023-03-29,STORE_04,PROD_033,Bebidas,Norte,Durazno,2.41,7,16.87,0,80,72,5,0
2023-03-16,STORE_05,PROD_014,Lácteos,Oeste,Montevideo,3.73,6,22.38,1,96,90,2,0
2023-02-04,STORE_02,PROD_033,Limpieza,Este,Paysandú,4.64,5,23.2,0,51,47,3,0
2023-02-22,STORE_01,PROD_011,Snacks,Este,Montevideo,2.13,6,12.78,1,20,13,2,0
2023-03-15,STORE_02,PROD_046,Snacks,Oeste,Durazno,1.79,4,7.16,0,57,53,3,0
2023-03-27,STORE_01,PROD_022,Limpieza,Este,Montevideo,4.4,9,39.6,0,59,50,5,0
2023-01-27,STORE_02,PROD_025,Panadería,Sur,Maldonado,1.38,10,13.8,0,82,71,5,0
2023-01-10,STORE_03,PROD_023,Limpieza,Sur,Salto,4.79,6,28.74,0,29,24,5,0
2023-01-23,STORE_02,PROD_023,Lácteos,Oeste,Montevideo,3.35,4,13.4,0,82,75,5,0
2023-03-24,STORE_05,PROD_026,Lácteos,Oeste,Maldonado,3.79,9,34.11,0,84,77,5,0
2023-02-01,STORE_01,PROD_018,Panadería,Norte,Montevideo,1.74,5,8.7,0,90,82,7,0
2023-01-22,STORE_05,PROD_015,Snacks,Sur,Montevideo,1.66,9,14.94,0,82,73,5,0
2023-01-13,STORE_01,PROD_045,Lácteos,Norte,Salto,3.42,4,13.68,0,86,81,7,0
2023-01-08,STORE_05,PROD_004,Lácteos,Oeste,Montevideo,3.81,7,26.67,0,63,57,7,0
2023-02-13,STORE_01,PROD_032,Panadería,Norte,Paysandú,1.78,6,10.68,0,84,80,3,0
2023-02-25,STORE_03,PROD_003,Snacks,Sur,Paysandú,1.86,5,9.3,0,74,66,3,0
2023-02-13,STORE_03,PROD_022,Bebidas,Norte,Paysandú,2.8,4,11.2,0,87,80,7,0
2023-02-17,STORE_04,PROD_003,Snacks,Oeste,Montevideo,1.73,9,15.57,0,97,87,5,0
2023-03-14,STORE_04,PROD_039,Snacks,Oeste,Salto,1.67,4,6.68,0,56,49,7,0
2023-03-11,STORE_04,PROD_011,Panadería,Sur,Durazno,1.45,7,10.15,0,39,30,3,0
2023-02-22,STORE_05,PROD_027,Bebidas,Norte,Maldonado,2.57,6,15.42,1,48,40,5,0
2023-02-18,STORE_01,PROD_039,Panadería,Este,Maldonado,1.43,7,10.01,0,57,49,2,0
2023-01-21,STORE_03,PROD_046,Bebidas,Este,Montevideo,2.92,10,29.2,1,97,88,3,0
2023-02-17,STORE_05,PROD_016,Lácteos,Este,Salto,3.17,6,19.02,0,51,43,3,0
2023-02-08,STORE_04,PROD_018,Snacks,Este,Paysandú,2.0,3,6.0,0,83,77,2,0
2023-01-07,STORE_01,PROD_001,Snacks,Oeste,Paysandú,1.92,3,5.76,0,40,38,7,0
2023-02-09,STORE_02,PROD_027,Bebidas,Sur,Salto,2.7,5,13.5,0,53,47,5,0
2023-02-28,STORE_03,PROD_017,Limpieza,Norte,Maldonado,4.71,7,32.97,0,35,28,5,0
2023-03-25,STORE_03,PROD_001,Limpieza,Este,Paysandú,3.77,4,15.08,0,79,74,5,0
2023-03-13,STORE_02,PROD_042,Snacks,Oeste,Salto,1.82,10,18.2,0,65,54,2,0
2023-01-12,STORE_04,PROD_018,Lácteos,Sur,Durazno,3.18,2,6.36,0,80,78,2,0
2023-01-31,STORE_02,PROD_019,Panadería,Oeste,Durazno,1.64,6,9.84,0,91,83,2,0
2023-03-11,STORE_03,PROD_036,Panadería,Sur,Maldonado,1.57,12,18.84,1,25,11,2,0
2023-02-09,STORE_01,PROD_004,Limpieza,Oeste,Maldonado,4.17,10,41.7,0,53,42,2,0
2023-03-03,STORE_03,PROD_045,Bebidas,Oeste,Salto,2.54,8,20.32,1,58,50,7,0
2023-03-30,STORE_01,PROD_028,Snacks,Este,Montevideo,1.99,7,13.93,0,90,83,3,0
2023-01-13,STORE_04,PROD_017,Lácteos,Oeste,Maldonado,3.43,6,20.58,0,69,64,7,0
2023-02-12,STORE_02,PROD_041,Lácteos,Sur,Maldonado,3.35,11,36.85,0,85,76,5,0
2023-01-29,STORE_04,PROD_046,Lácteos,Este,Paysandú,3.65,10,36.5,1,64,52,2,0
2023-02-20,STORE_02,PROD_004,Lácteos,Sur,Paysandú,3.59,2,7.18,0,31,26,7,0
2023-02-19,STORE_01,PROD_016,Panadería,Este,Paysandú,1.6,14,22.4,1,74,61,3,0
2023-02-27,STORE_01,PROD_019,Lácteos,Este,Salto,3.0,7,21.0,1,33,27,7,0
2023-01-24,STORE_05,PROD_045,Bebidas,Norte,Paysandú,2.82,4,11.28,0,92,87,5,0
2023-02-03,STORE_03,PROD_013,Lácteos,Este,Montevideo,3.22,3,9.66,0,81,75,7,0
2023-03-27,STORE_02,PROD_032,Bebidas,Este,Montevideo,2.3,2,4.6,0,51,46,7,0
2023-01-28,STORE_02,PROD_008,Snacks,Oeste,Salto,2.0,12,24.0,0,76,62,5,0
2023-02-14,STORE_02,PROD_029,Lácteos,Norte,Durazno,2.93,7,20.51,0,70,63,7,0
2023-03-22,STORE_03,PROD_003,Panadería,Sur,Montevideo,1.75,4,7.0,0,22,16,7,0
2023-03-30,STORE_05,PROD_002,Snacks,Sur,Montevideo,2.02,4,8.08,0,45,38,2,0
2023-01-16,STORE_05,PROD_012,Snacks,Oeste,Montevideo,1.64,4,6.56,0,90,88,3,0
2023-03-28,STORE_02,PROD_013,Lácteos,Oeste,Durazno,2.95,1,2.95,0,47,48,3,0
2023-03-16,STORE_01,PROD_013,Bebidas,Norte,Durazno,2.77,5,13.85,0,82,78,2,0
2023-01-27,STORE_03,PROD_042,Bebidas,Sur,Salto,2.78,7,19.46,0,46,39,5,0
2023-02-18,STORE_01,PROD_038,Limpieza,Oeste,Montevideo,3.65,9,32.85,0,66,59,3,0
2023-01-09,STORE_04,PROD_045,Limpieza,Norte,Salto,3.9,3,11.7,0,88,83,3,0
2023-02-03,STORE_03,PROD_008,Snacks,Sur,Maldonado,1.64,6,9.84,0,52,46,7,0
2023-02-17,STORE_04,PROD_009,Panadería,Norte,Montevideo,1.65,7,11.55,0,59,54,7,0
2023-01-04,STORE_05,PROD_019,Limpieza,Norte,Paysandú,4.44,8,35.52,1,71,65,5,0
2023-02-05,STORE_05,PROD_013,Panadería,Este,Durazno,1.46,10,14.6,0,93,80,3,0
2023-03-20,STORE_01,PROD_048,Limpieza,Oeste,Salto,4.76,16,76.16,1,48,30,2,0
2023-01-30,STORE_02,PROD_020,Limpieza,Norte,Maldonado,4.16,4,16.64,0,71,65,2,0
2023-02-13,STORE_04,PROD_013,Lácteos,Este,Salto,3.7,9,33.3,1,26,15,5,0
2023-01-24,STORE_03,PROD_010,Panadería,Norte,Maldonado,1.54,4,6.16,0,95,92,2,0
2023-03-16,STORE_04,PROD_037,Snacks,Sur,Paysandú,1.68,5,8.4,0,32,25,5,0
2023-02-18,STORE_02,PROD_035,Bebidas,Norte,Maldonado,2.54,4,10.16,0,71,67,5,0
2023-02-09,STORE_03,PROD_013,Lácteos,Oeste,Maldonado,3.03,1,3.03,0,72,69,5,0
2023-03-09,STORE_05,PROD_010,Lácteos,Norte,Durazno,2.92,7,20.44,0,68,58,3,0
2023-03-07,STORE_01,PROD_004,Limpieza,Este,Montevideo,4.63,4,18.52,0,39,34,7,0
2023-03-26,STORE_05,PROD_028,Limpieza,Norte,Montevideo,4.53,7,31.71,1,58,50,2,0
2023-03-06,STORE_02,PROD_003,Bebidas,Norte,Durazno,2.9,7,20.3,0,64,55,3,0
2023-01-14,STORE_02,PROD_016,Panadería,Norte,Paysandú,1.55,9,13.95,0,86,79,7,0
2023-03-28,STORE_02,PROD_007,Snacks,Oeste,Maldonado,1.87,5,9.35,0,82,75,5,0
2023-03-03,STORE_02,PROD_009,Limpieza,Oeste,Montevideo,3.87,3,11.61,0,70,64,3,0
2023-02-12,STORE_04,PROD_003,Snacks,Oeste,Montevideo,2.15,7,15.05,0,26,16,5,0
2023-02-19,STORE_02,PROD_035,Panadería,Oeste,Salto,1.38,9,12.42,0,40,29,7,0
2023-01-18,STORE_01,PROD_014,Snacks,Este,Paysandú,1.78,14,24.92,1,81,66,2,0
2023-03-24,STORE_05,PROD_024,Snacks,Sur,Paysandú,1.79,3,5.37,0,64,58,3,0
2023-03-08,STORE_01,PROD_005,Snacks,Sur,Paysandú,1.98,3,5.94,0,36,30,7,0
2023-03-11,STORE_01,PROD_040,Panadería,Este,Salto,1.45,9,13.05,0,57,50,3,0
2023-02-07,STORE_01,PROD_026,Limpieza,Norte,Paysandú,3.65,5,18.25,0,68,62,5,0
2023-01-01,STORE_05,PROD_023,Bebidas,Este,Paysandú,2.29,18,41.22,1,77,58,5,0
2023-02-25,STORE_01,PROD_010,Panadería,Sur,Durazno,1.35,5,6.75,0,27,22,2,0
